#t p q a dW Et
376.09 -0.287118 -1.52957 0.99915 -0 1
376.1 -0.277126 -1.53239 0.999262 0 1
376.11 -0.267133 -1.53511 0.999363 -0 1
376.12 -0.257139 -1.53773 0.999453 -0 1
376.13 -0.247144 -1.54025 0.999534 -0 1
376.14 -0.237148 -1.54267 0.999605 0 1
376.15 -0.227152 -1.54499 0.999667 0 1
376.16 -0.217155 -1.54722 0.999722 0 1
376.17 -0.207157 -1.54934 0.99977 -0 1
376.18 -0.197159 -1.55136 0.999811 0 1
376.19 -0.187161 -1.55328 0.999847 0 1
376.2 -0.177162 -1.5551 0.999877 -0 1
376.21 -0.167163 -1.55682 0.999902 -0 1
376.22 -0.157164 -1.55845 0.999924 0 1
376.23 -0.147165 -1.55997 0.999941 -0 1
376.24 -0.137165 -1.56139 0.999956 0 1
376.25 -0.127166 -1.56271 0.999967 -0 1
376.26 -0.117166 -1.56393 0.999976 -0 1
376.27 -0.107166 -1.56505 0.999984 0 1
376.28 -0.0971664 -1.56608 0.999989 0 1
376.29 -0.0871665 -1.567 0.999993 -0 1
376.3 -0.0771666 -1.56782 0.999996 -0 1
376.31 -0.0671666 -1.56854 0.999997 -0 1
376.32 -0.0571666 -1.56916 0.999999 0 1
376.33 -0.0471667 -1.56968 0.999999 0 1
376.34 -0.0371667 -1.57011 1 0 1
376.35 -0.0271667 -1.57043 1 -0 1
376.36 -0.0171667 -1.57065 1 -0 1
376.37 -0.00716666 -1.57077 1 -0 1
376.38 0.00283334 -1.57079 1 0 1
376.39 0.0128333 -1.57071 1 0 1
376.4 0.0228333 -1.57054 1 -0 1
376.41 0.0328333 -1.57026 1 0 1
376.42 0.0428333 -1.56988 1 -0 1
376.43 0.0528333 -1.5694 0.999999 -0 1
376.44 0.0628333 -1.56882 0.999998 0 1
376.45 0.0728333 -1.56814 0.999996 -0 1
376.46 0.0828332 -1.56737 0.999994 0 1
376.47 0.0928332 -1.56649 0.999991 -0 1
376.48 0.102833 -1.56551 0.999986 0 1
376.49 0.112833 -1.56443 0.99998 0 1
376.5 0.122833 -1.56325 0.999972 -0 1
376.51 0.132832 -1.56197 0.999961 0 1
376.52 0.142832 -1.5606 0.999948 -0 1
376.53 0.152831 -1.55912 0.999932 0 1
376.54 0.16283 -1.55754 0.999912 -0 1
376.55 0.172829 -1.55586 0.999888 0 1
376.56 0.182828 -1.55408 0.99986 0 1
376.57 0.192827 -1.5522 0.999827 -0 1
376.58 0.202825 -1.55023 0.999788 -0 1
376.59 0.212822 -1.54815 0.999744 -0 1
376.6 0.22282 -1.54597 0.999692 0 1
376.61 0.232816 -1.54369 0.999633 0 1
376.62 0.242812 -1.54131 0.999565 0 1
376.63 0.252808 -1.53884 0.999489 -0 1
376.64 0.262802 -1.53626 0.999404 -0 1
376.65 0.272796 -1.53358 0.999308 -0 1
376.66 0.282788 -1.5308 0.9992 0 1
376.67 0.29278 -1.52792 0.999081 0 1
376.68 0.30277 -1.52495 0.998949 0 1
376.69 0.312758 -1.52187 0.998803 0 1
376.7 0.322746 -1.51869 0.998643 -0 1
376.71 0.332731 -1.51541 0.998467 0 1
376.72 0.342715 -1.51204 0.998274 0 1
376.73 0.352697 -1.50856 0.998064 -0 1
376.74 0.362676 -1.50498 0.997835 0 1
376.75 0.372653 -1.50131 0.997586 -0 1
376.76 0.382628 -1.49753 0.997317 -0 1
376.77 0.3926 -1.49365 0.997026 0 1
376.78 0.402568 -1.48968 0.996712 0 1
376.79 0.412534 -1.4856 0.996373 -0 1
376.8 0.422496 -1.48143 0.996009 -0 1
376.81 0.432454 -1.47715 0.995619 -0 1
376.82 0.442408 -1.47278 0.9952 -0 1
376.83 0.452358 -1.4683 0.994752 -0 1
376.84 0.462303 -1.46373 0.994274 0 1
376.85 0.472243 -1.45906 0.993764 0 1
376.86 0.482178 -1.45429 0.99322 -0 1
376.87 0.492107 -1.44941 0.992642 -0 1
376.88 0.502031 -1.44444 0.992028 -0 1
376.89 0.511948 -1.43937 0.991376 0 1
376.9 0.521858 -1.4342 0.990686 -0 1
376.91 0.531761 -1.42894 0.989955 0 1
376.92 0.541657 -1.42357 0.989182 0 1
376.93 0.551545 -1.4181 0.988365 0 1
376.94 0.561424 -1.41254 0.987503 0 1
376.95 0.571295 -1.40687 0.986595 0 1
376.96 0.581156 -1.40111 0.985638 0 1
376.97 0.591007 -1.39525 0.984632 -0 1
376.98 0.600848 -1.38929 0.983573 0 1
376.99 0.610679 -1.38323 0.982462 -0 1
377 0.620498 -1.37708 0.981295 -0 1
377.01 0.630304 -1.37082 0.980072 0 1
377.02 0.640099 -1.36447 0.978791 0 1
377.03 0.64988 -1.35802 0.977449 -0 1
377.04 0.659648 -1.35148 0.976045 -0 1
377.05 0.669401 -1.34483 0.974578 -0 1
377.06 0.679139 -1.33809 0.973045 -0 1
377.07 0.688861 -1.33125 0.971445 -0 1
377.08 0.698568 -1.32431 0.969776 -0 1
377.09 0.708257 -1.31728 0.968035 0 1
377.1 0.717928 -1.31014 0.966222 0 1
377.11 0.727581 -1.30292 0.964334 0 1
377.12 0.737214 -1.29559 0.96237 0 1
377.13 0.746828 -1.28817 0.960327 -0 1
377.14 0.756421 -1.28066 0.958204 0 1
377.15 0.765992 -1.27304 0.955999 0 1
377.16 0.77554 -1.26534 0.953709 -0 1
377.17 0.785066 -1.25753 0.951333 0 1
377.18 0.794567 -1.24964 0.94887 0 1
377.19 0.804043 -1.24164 0.946316 0 1
377.2 0.813493 -1.23355 0.943671 0 1
377.21 0.822916 -1.22537 0.940932 -0 1
377.22 0.832311 -1.2171 0.938098 -0 1
377.23 0.841678 -1.20873 0.935166 0 1
377.24 0.851014 -1.20026 0.932134 0 1
377.25 0.86032 -1.19171 0.929002 -0 1
377.26 0.869594 -1.18306 0.925766 -0 1
377.27 0.878835 -1.17431 0.922425 -0 1
377.28 0.888042 -1.16548 0.918978 0 1
377.29 0.897214 -1.15655 0.915422 -0 1
377.3 0.90635 -1.14754 0.911755 -0 1
377.31 0.915449 -1.13843 0.907976 0 1
377.32 0.924509 -1.12923 0.904082 0 1
377.33 0.93353 -1.11994 0.900073 0 1
377.34 0.94251 -1.11056 0.895946 -0 1
377.35 0.951449 -1.10109 0.8917 -0 1
377.36 0.960344 -1.09153 0.887333 0 1
377.37 0.969195 -1.08188 0.882843 -0 1
377.38 0.978 -1.07214 0.878228 0 1
377.39 0.986759 -1.06232 0.873488 0 1
377.4 0.99547 -1.05241 0.86862 -0 1
377.41 1.00413 -1.04241 0.863622 -0 1
377.42 1.01274 -1.03233 0.858495 0 1
377.43 1.0213 -1.02216 0.853235 0 1
377.44 1.02981 -1.0119 0.847841 0 1
377.45 1.03826 -1.00156 0.842313 0 1
377.46 1.04665 -0.991136 0.836649 0 1
377.47 1.05499 -0.980628 0.830847 -0 1
377.48 1.06327 -0.970037 0.824906 0 1
377.49 1.07149 -0.959363 0.818826 0 1
377.5 1.07964 -0.948607 0.812604 -0 1
377.51 1.08774 -0.93777 0.806241 -0 1
377.52 1.09577 -0.926852 0.799734 0 1
377.53 1.10373 -0.915855 0.793084 -0 1
377.54 1.11163 -0.904778 0.786288 0 1
377.55 1.11946 -0.893623 0.779347 -0 1
377.56 1.12722 -0.882389 0.772259 0 1
377.57 1.1349 -0.871078 0.765024 -0 1
377.58 1.14252 -0.859691 0.757641 -0 1
377.59 1.15005 -0.848228 0.75011 -0 1
377.6 1.15752 -0.83669 0.74243 0 1
377.61 1.1649 -0.825078 0.734601 -0 1
377.62 1.17221 -0.813393 0.726622 -0 1
377.63 1.17944 -0.801634 0.718494 0 1
377.64 1.18658 -0.789804 0.710215 0 1
377.65 1.19364 -0.777903 0.701787 -0 1
377.66 1.20061 -0.765932 0.693209 0 1
377.67 1.2075 -0.753891 0.684481 -0 1
377.68 1.2143 -0.741782 0.675603 -0 1
377.69 1.22101 -0.729605 0.666575 0 1
377.7 1.22763 -0.717362 0.657399 0 1
377.71 1.23416 -0.705053 0.648074 -0 1
377.72 1.2406 -0.692679 0.638601 0 1
377.73 1.24693 -0.680241 0.628981 0 1
377.74 1.25317 -0.667741 0.619214 0 1
377.75 1.25932 -0.655178 0.609301 -0 1
377.76 1.26536 -0.642555 0.599243 -0 1
377.77 1.2713 -0.629871 0.589041 0 1
377.78 1.27714 -0.617129 0.578696 0 1
377.79 1.28287 -0.604329 0.56821 -0 1
377.8 1.2885 -0.591472 0.557583 0 1
377.81 1.29403 -0.578559 0.546818 0 1
377.82 1.29944 -0.565592 0.535915 -0 1
377.83 1.30474 -0.552571 0.524877 -0 1
377.84 1.30994 -0.539497 0.513705 -0 1
377.85 1.31502 -0.526372 0.5024 0 1
377.86 1.31998 -0.513197 0.490965 0 1
377.87 1.32484 -0.499973 0.479402 -0 1
377.88 1.32957 -0.486701 0.467712 0 1
377.89 1.33419 -0.473382 0.455899 0 1
377.9 1.33869 -0.460017 0.443964 -0 1
377.91 1.34307 -0.446609 0.431909 -0 1
377.92 1.34733 -0.433157 0.419738 -0 1
377.93 1.35146 -0.419662 0.407452 -0 1
377.94 1.35548 -0.406128 0.395055 -0 1
377.95 1.35936 -0.392553 0.382549 0 1
377.96 1.36313 -0.378941 0.369937 0 1
377.97 1.36676 -0.365291 0.357221 -0 1
377.98 1.37027 -0.351606 0.344406 -0 1
377.99 1.37365 -0.337886 0.331494 -0 1
378 1.3769 -0.324133 0.318487 0 1
378.01 1.38002 -0.310349 0.305391 0 1
378.02 1.38301 -0.296533 0.292207 -0 1
378.03 1.38586 -0.282689 0.278939 -0 1
378.04 1.38859 -0.268817 0.265591 -0 1
378.05 1.39118 -0.254918 0.252166 0 1
378.06 1.39363 -0.240994 0.238668 -0 1
378.07 1.39595 -0.227046 0.2251 0 1
378.08 1.39813 -0.213075 0.211466 0 1
378.09 1.40018 -0.199083 0.197771 -0 1
378.1 1.40209 -0.185072 0.184017 0 1
378.11 1.40386 -0.171042 0.170209 0 1
378.12 1.40549 -0.156995 0.156351 0 1
378.13 1.40698 -0.142933 0.142447 0 1
378.14 1.40834 -0.128856 0.1285 0 1
378.15 1.40955 -0.114766 0.114515 0 1
378.16 1.41063 -0.100665 0.100495 -0 1
378.17 1.41156 -0.0865543 0.0864463 0 1
378.18 1.41236 -0.0724346 0.0723712 -0 1
378.19 1.41301 -0.0583076 0.0582746 -0 1
378.2 1.41352 -0.0441748 0.0441604 -0 1
378.21 1.41389 -0.0300376 0.0300331 -0 1
378.22 1.41412 -0.0158974 0.0158967 -0 1
378.23 1.41421 -0.00175556 0.00175556 0 1
378.24 1.41416 0.0123864 -0.0123861 0 1
378.25 1.41396 0.0265272 -0.026524 0 1
378.26 1.41363 0.0406652 -0.040654 0 1
378.27 1.41315 0.0547993 -0.0547718 0 1
378.28 1.41253 0.0689278 -0.0688732 -0 1
378.29 1.41177 0.0830495 -0.082954 -0 1
378.3 1.41087 0.0971628 -0.09701 -0 1
378.31 1.40983 0.111266 -0.111037 -0 1
378.32 1.40865 0.125359 -0.125031 -0 1
378.33 1.40733 0.139439 -0.138988 -0 1
378.34 1.40587 0.153505 -0.152903 0 1
378.35 1.40428 0.167556 -0.166773 -0 1
378.36 1.40254 0.18159 -0.180594 -0 1
378.37 1.40066 0.195606 -0.194361 0 1
378.38 1.39865 0.209603 -0.208072 0 1
378.39 1.3965 0.223579 -0.221721 -0 1
378.4 1.39422 0.237533 -0.235305 0 1
378.41 1.3918 0.251463 -0.248821 0 1
378.42 1.38924 0.265368 -0.262265 0 1
378.43 1.38655 0.279247 -0.275632 -0 1
378.44 1.38373 0.293099 -0.28892 -0 1
378.45 1.38077 0.306921 -0.302125 -0 1
378.46 1.37769 0.320714 -0.315244 0 1
378.47 1.37447 0.334475 -0.328273 0 1
378.48 1.37112 0.348203 -0.341209 0 1
378.49 1.36765 0.361897 -0.354049 -0 1
378.5 1.36404 0.375555 -0.366789 -0 1
378.51 1.36031 0.389177 -0.379427 -0 1
378.52 1.35645 0.402761 -0.39196 0 1
378.53 1.35247 0.416306 -0.404385 -0 1
378.54 1.34837 0.42981 -0.416698 -0 1
378.55 1.34414 0.443273 -0.428898 -0 1
378.56 1.33979 0.456692 -0.440982 0 1
378.57 1.33532 0.470068 -0.452947 -0 1
378.58 1.33073 0.483398 -0.464791 -0 1
378.59 1.32602 0.496682 -0.476511 -0 1
378.6 1.3212 0.509919 -0.488106 -0 1
378.61 1.31626 0.523106 -0.499573 0 1
378.62 1.31121 0.536243 -0.51091 0 1
378.63 1.30604 0.54933 -0.522116 0 1
378.64 1.30077 0.562364 -0.533188 -0 1
378.65 1.29538 0.575345 -0.544124 0 1
378.66 1.28988 0.588271 -0.554924 -0 1
378.67 1.28428 0.601142 -0.565585 -0 1
378.68 1.27857 0.613956 -0.576106 0 1
378.69 1.27276 0.626713 -0.586486 -0 1
378.7 1.26684 0.639411 -0.596723 0 1
378.71 1.26083 0.65205 -0.606817 -0 1
378.72 1.25471 0.664627 -0.616766 -0 1
378.73 1.24849 0.677144 -0.626569 -0 1
378.74 1.24218 0.689597 -0.636226 -0 1
378.75 1.23577 0.701987 -0.645736 -0 1
378.76 1.22926 0.714312 -0.655098 0 1
378.77 1.22267 0.726572 -0.664311 0 1
378.78 1.21598 0.738765 -0.673375 0 1
378.79 1.2092 0.750891 -0.68229 0 1
378.8 1.20233 0.762949 -0.691056 -0 1
378.81 1.19538 0.774937 -0.699671 0 1
378.82 1.18834 0.786856 -0.708137 0 1
378.83 1.18122 0.798704 -0.716452 -0 1
378.84 1.17401 0.81048 -0.724618 0 1
378.85 1.16672 0.822184 -0.732634 0 1
378.86 1.15936 0.833814 -0.7405 -0 1
378.87 1.15191 0.845371 -0.748217 0 1
378.88 1.14439 0.856852 -0.755785 -0 1
378.89 1.1368 0.868258 -0.763205 -0 1
378.9 1.12913 0.879588 -0.770476 -0 1
378.91 1.12139 0.890841 -0.777601 -0 1
378.92 1.11358 0.902016 -0.784578 -0 1
378.93 1.1057 0.913112 -0.79141 -0 1
378.94 1.09775 0.924129 -0.798097 0 1
378.95 1.08974 0.935067 -0.804639 0 1
378.96 1.08166 0.945924 -0.811038 0 1
378.97 1.07352 0.9567 -0.817294 -0 1
378.98 1.06531 0.967394 -0.82341 0 1
378.99 1.05705 0.978006 -0.829385 0 1
379 1.04873 0.988535 -0.835221 -0 1
379.01 1.04035 0.99898 -0.84092 0 1
379.02 1.03191 1.00934 -0.846482 -0 1
379.03 1.02342 1.01962 -0.851908 0 1
379.04 1.01487 1.02981 -0.857201 -0 1
379.05 1.00627 1.03992 -0.862362 0 1
379.06 0.997625 1.04994 -0.867391 0 1
379.07 0.988926 1.05987 -0.872291 -0 1
379.08 0.980179 1.06971 -0.877063 0 1
379.09 0.971385 1.07947 -0.881709 0 1
379.1 0.962545 1.08914 -0.886229 0 1
379.11 0.953661 1.09872 -0.890627 0 1
379.12 0.944733 1.10821 -0.894903 -0 1
379.13 0.935763 1.11762 -0.89906 0 1
379.14 0.926753 1.12693 -0.903098 -0 1
379.15 0.917702 1.13615 -0.90702 -0 1
379.16 0.908613 1.14528 -0.910827 0 1
379.17 0.899486 1.15432 -0.914522 0 1
379.18 0.890322 1.16327 -0.918105 0 1
379.19 0.881124 1.17213 -0.92158 0 1
379.2 0.871891 1.1809 -0.924947 -0 1
379.21 0.862625 1.18957 -0.928208 -0 1
379.22 0.853327 1.19815 -0.931366 -0 1
379.23 0.843998 1.20663 -0.934423 0 1
379.24 0.834639 1.21503 -0.937379 0 1
379.25 0.825251 1.22333 -0.940237 -0 1
379.26 0.815835 1.23153 -0.943 -0 1
379.27 0.806391 1.23964 -0.945668 -0 1
379.28 0.796922 1.24766 -0.948244 0 1
379.29 0.787427 1.25558 -0.95073 0 1
379.3 0.777907 1.26341 -0.953127 0 1
379.31 0.768365 1.27114 -0.955438 -0 1
379.32 0.758799 1.27878 -0.957664 -0 1
379.33 0.749212 1.28632 -0.959808 -0 1
379.34 0.739603 1.29376 -0.96187 0 1
379.35 0.729974 1.30111 -0.963854 0 1
379.36 0.720326 1.30836 -0.965761 -0 1
379.37 0.710659 1.31551 -0.967592 0 1
379.38 0.700975 1.32257 -0.96935 -0 1
379.39 0.691273 1.32953 -0.971037 -0 1
379.4 0.681554 1.3364 -0.972654 -0 1
379.41 0.67182 1.34316 -0.974204 -0 1
379.42 0.66207 1.34983 -0.975687 -0 1
379.43 0.652306 1.35641 -0.977106 -0 1
379.44 0.642528 1.36288 -0.978463 -0 1
379.45 0.632737 1.36926 -0.97976 -0 1
379.46 0.622933 1.37554 -0.980997 -0 1
379.47 0.613118 1.38172 -0.982177 0 1
379.48 0.60329 1.3878 -0.983302 -0 1
379.49 0.593452 1.39378 -0.984374 0 1
379.5 0.583603 1.39967 -0.985393 -0 1
379.51 0.573744 1.40545 -0.986362 0 1
379.52 0.563876 1.41114 -0.987282 -0 1
379.53 0.553998 1.41673 -0.988155 0 1
379.54 0.544113 1.42222 -0.988983 0 1
379.55 0.534219 1.42761 -0.989767 -0 1
379.56 0.524318 1.43291 -0.990508 -0 1
379.57 0.514409 1.4381 -0.991209 -0 1
379.58 0.504494 1.44319 -0.99187 -0 1
379.59 0.494572 1.44819 -0.992493 -0 1
379.6 0.484644 1.45309 -0.99308 0 1
379.61 0.47471 1.45788 -0.993632 -0 1
379.62 0.464771 1.46258 -0.99415 -0 1
379.63 0.454827 1.46718 -0.994636 0 1
379.64 0.444879 1.47168 -0.995092 0 1
379.65 0.434926 1.47607 -0.995517 -0 1
379.66 0.424968 1.48037 -0.995915 0 1
379.67 0.415007 1.48457 -0.996285 -0 1
379.68 0.405043 1.48867 -0.99663 -0 1
379.69 0.395075 1.49268 -0.99695 -0 1
379.7 0.385104 1.49658 -0.997247 0 1
379.71 0.37513 1.50038 -0.997522 0 1
379.72 0.365153 1.50408 -0.997775 -0 1
379.73 0.355175 1.50768 -0.998009 0 1
379.74 0.345193 1.51118 -0.998224 0 1
379.75 0.33521 1.51458 -0.998421 0 1
379.76 0.325225 1.51789 -0.998601 0 1
379.77 0.315238 1.52109 -0.998765 -0 1
379.78 0.30525 1.52419 -0.998914 0 1
379.79 0.29526 1.52719 -0.99905 0 1
379.8 0.285269 1.5301 -0.999172 -0 1
379.81 0.275277 1.5329 -0.999282 -0 1
379.82 0.265283 1.5356 -0.999381 -0 1
379.83 0.255289 1.5382 -0.999469 -0 1
379.84 0.245294 1.54071 -0.999547 0 1
379.85 0.235298 1.54311 -0.999617 0 1
379.86 0.225302 1.54541 -0.999678 -0 1
379.87 0.215305 1.54762 -0.999731 -0 1
379.88 0.205307 1.54972 -0.999778 0 1
379.89 0.195309 1.55172 -0.999818 -0 1
379.9 0.185311 1.55363 -0.999853 -0 1
379.91 0.175312 1.55543 -0.999882 -0 1
379.92 0.165313 1.55713 -0.999907 0 1
379.93 0.155314 1.55874 -0.999927 0 1
379.94 0.145314 1.56024 -0.999944 -0 1
379.95 0.135315 1.56164 -0.999958 0 1
379.96 0.125315 1.56294 -0.999969 -0 1
379.97 0.115316 1.56415 -0.999978 0 1
379.98 0.105316 1.56525 -0.999985 0 1
379.99 0.0953159 1.56625 -0.99999 0 1
380 0.085316 1.56716 -0.999993 0 1
380.01 0.075316 1.56796 -0.999996 0 1
380.02 0.0653161 1.56866 -0.999998 0 1
380.03 0.0553161 1.56927 -0.999999 0 1
380.04 0.0453161 1.56977 -0.999999 0 1
380.05 0.0353161 1.57017 -1 -0 1
380.06 0.0253161 1.57048 -1 0 1
380.07 0.0153161 1.57068 -1 -0 1
380.08 0.00531608 1.57078 -1 -0 1
380.09 -0.00468392 1.57079 -1 -0 1
380.1 -0.0146839 1.57069 -1 0 1
380.11 -0.0246839 1.57049 -1 0 1
380.12 -0.0346839 1.5702 -1 0 1
380.13 -0.0446839 1.5698 -1 0 1
380.14 -0.0546839 1.5693 -0.999999 0 1
380.15 -0.0646839 1.5687 -0.999998 0 1
380.16 -0.0746839 1.56801 -0.999996 -0 1
380.17 -0.0846838 1.56721 -0.999994 0 1
380.18 -0.0946837 1.56631 -0.99999 0 1
380.19 -0.104684 1.56532 -0.999985 -0 1
380.2 -0.114683 1.56422 -0.999978 -0 1
380.21 -0.124683 1.56302 -0.99997 -0 1
380.22 -0.134683 1.56173 -0.999959 0 1
380.23 -0.144682 1.56033 -0.999945 0 1
380.24 -0.154682 1.55883 -0.999928 0 1
380.25 -0.164681 1.55724 -0.999908 -0 1
380.26 -0.17468 1.55554 -0.999884 -0 1
380.27 -0.184679 1.55374 -0.999855 0 1
380.28 -0.194677 1.55185 -0.99982 -0 1
380.29 -0.204675 1.54985 -0.999781 -0 1
380.3 -0.214673 1.54775 -0.999734 -0 1
380.31 -0.22467 1.54556 -0.999681 -0 1
380.32 -0.234666 1.54326 -0.999621 0 1
380.33 -0.244662 1.54086 -0.999552 -0 1
380.34 -0.254657 1.53837 -0.999474 -0 1
380.35 -0.264651 1.53577 -0.999387 -0 1
380.36 -0.274645 1.53307 -0.999289 -0 1
380.37 -0.284637 1.53028 -0.999179 -0 1
380.38 -0.294628 1.52738 -0.999058 -0 1
380.39 -0.304618 1.52438 -0.998923 0 1
380.4 -0.314607 1.52129 -0.998775 0 1
380.41 -0.324594 1.51809 -0.998611 0 1
380.42 -0.334579 1.5148 -0.998432 -0 1
380.43 -0.344562 1.5114 -0.998237 0 1
380.44 -0.354544 1.5079 -0.998023 0 1
380.45 -0.364523 1.50431 -0.997791 0 1
380.46 -0.374499 1.50061 -0.997538 -0 1
380.47 -0.384473 1.49682 -0.997265 -0 1
380.48 -0.394445 1.49292 -0.99697 -0 1
380.49 -0.404413 1.48893 -0.996651 -0 1
380.5 -0.414378 1.48484 -0.996308 0 1
380.51 -0.424339 1.48064 -0.995939 0 1
380.52 -0.434296 1.47635 -0.995543 0 1
380.53 -0.44425 1.47196 -0.995119 0 1
380.54 -0.454199 1.46746 -0.994666 -0 1
380.55 -0.464143 1.46287 -0.994182 -0 1
380.56 -0.474082 1.45818 -0.993666 -0 1
380.57 -0.484016 1.45339 -0.993116 0 1
380.58 -0.493944 1.4485 -0.992531 0 1
380.59 -0.503866 1.44351 -0.99191 0 1
380.6 -0.513782 1.43842 -0.991252 0 1
380.61 -0.523691 1.43324 -0.990554 0 1
380.62 -0.533593 1.42795 -0.989815 -0 1
380.63 -0.543488 1.42256 -0.989034 0 1
380.64 -0.553374 1.41708 -0.988209 -0 1
380.65 -0.563252 1.4115 -0.987339 0 1
380.66 -0.57312 1.40582 -0.986422 -0 1
380.67 -0.58298 1.40004 -0.985456 0 1
380.68 -0.592829 1.39416 -0.98444 0 1
380.69 -0.602668 1.38818 -0.983372 0 1
380.7 -0.612497 1.3821 -0.98225 -0 1
380.71 -0.622313 1.37593 -0.981073 -0 1
380.72 -0.632118 1.36966 -0.979839 -0 1
380.73 -0.64191 1.36329 -0.978547 0 1
380.74 -0.651689 1.35682 -0.977194 -0 1
380.75 -0.661454 1.35025 -0.975779 -0 1
380.76 -0.671204 1.34359 -0.974299 0 1
380.77 -0.680939 1.33683 -0.972754 0 1
380.78 -0.690659 1.32997 -0.971141 0 1
380.79 -0.700362 1.32302 -0.969459 0 1
380.8 -0.710048 1.31596 -0.967705 0 1
380.81 -0.719716 1.30881 -0.965879 -0 1
380.82 -0.729365 1.30157 -0.963977 -0 1
380.83 -0.738995 1.29423 -0.961998 0 1
380.84 -0.748605 1.28679 -0.95994 -0 1
380.85 -0.758194 1.27926 -0.957802 -0 1
380.86 -0.767761 1.27163 -0.955581 0 1
380.87 -0.777305 1.2639 -0.953276 0 1
380.88 -0.786826 1.25608 -0.950884 -0 1
380.89 -0.796322 1.24816 -0.948404 0 1
380.9 -0.805794 1.24015 -0.945834 -0 1
380.91 -0.815239 1.23205 -0.943171 0 1
380.92 -0.824657 1.22385 -0.940415 0 1
380.93 -0.834047 1.21555 -0.937563 -0 1
380.94 -0.843408 1.20717 -0.934612 0 1
380.95 -0.852739 1.19869 -0.931562 0 1
380.96 -0.862039 1.19011 -0.928411 0 1
380.97 -0.871306 1.18145 -0.925156 -0 1
380.98 -0.880541 1.17269 -0.921796 -0 1
380.99 -0.889742 1.16384 -0.918328 0 1
381 -0.898907 1.15489 -0.914751 -0 1
381.01 -0.908037 1.14586 -0.911064 0 1
381.02 -0.917128 1.13673 -0.907264 -0 1
381.03 -0.926182 1.12752 -0.903349 -0 1
381.04 -0.935195 1.11821 -0.899318 -0 1
381.05 -0.944168 1.10881 -0.895169 -0 1
381.06 -0.953098 1.09932 -0.890901 -0 1
381.07 -0.961985 1.08975 -0.886511 -0 1
381.08 -0.970828 1.08009 -0.881998 -0 1
381.09 -0.979625 1.07033 -0.87736 0 1
381.1 -0.988375 1.06049 -0.872596 0 1
381.11 -0.997076 1.05057 -0.867705 -0 1
381.12 -1.00573 1.04055 -0.862683 0 1
381.13 -1.01433 1.03045 -0.857531 0 1
381.14 -1.02288 1.02027 -0.852247 -0 1
381.15 -1.03137 1.00999 -0.846829 0 1
381.16 -1.03981 0.999638 -0.841275 -0 1
381.17 -1.0482 0.989198 -0.835586 -0 1
381.18 -1.05653 0.978674 -0.829758 -0 1
381.19 -1.06479 0.968067 -0.823792 -0 1
381.2 -1.073 0.957378 -0.817685 -0 1
381.21 -1.08115 0.946608 -0.811438 0 1
381.22 -1.08923 0.935756 -0.805048 -0 1
381.23 -1.09725 0.924823 -0.798514 0 1
381.24 -1.1052 0.913811 -0.791837 -0 1
381.25 -1.11308 0.90272 -0.785014 0 1
381.26 -1.1209 0.89155 -0.778046 -0 1
381.27 -1.12864 0.880302 -0.770931 -0 1
381.28 -1.13632 0.868977 -0.763669 0 1
381.29 -1.14392 0.857576 -0.756259 0 1
381.3 -1.15144 0.846099 -0.7487 0 1
381.31 -1.15889 0.834547 -0.740992 0 1
381.32 -1.16626 0.822921 -0.733136 -0 1
381.33 -1.17355 0.811222 -0.725129 -0 1
381.34 -1.18076 0.79945 -0.716973 -0 1
381.35 -1.18789 0.787607 -0.708667 -0 1
381.36 -1.19494 0.775693 -0.700211 -0 1
381.37 -1.2019 0.763709 -0.691605 0 1
381.38 -1.20877 0.751655 -0.682849 0 1
381.39 -1.21555 0.739534 -0.673943 -0 1
381.4 -1.22225 0.727345 -0.664889 -0 1
381.41 -1.22885 0.715089 -0.655685 0 1
381.42 -1.23536 0.702768 -0.646332 -0 1
381.43 -1.24178 0.690382 -0.636832 0 1
381.44 -1.2481 0.677933 -0.627184 0 1
381.45 -1.25432 0.665421 -0.61739 0 1
381.46 -1.26044 0.652847 -0.60745 -0 1
381.47 -1.26647 0.640212 -0.597366 -0 1
381.48 -1.27239 0.627518 -0.587137 0 1
381.49 -1.27821 0.614765 -0.576766 -0 1
381.5 -1.28392 0.601954 -0.566254 0 1
381.51 -1.28953 0.589086 -0.555602 -0 1
381.52 -1.29504 0.576164 -0.544811 -0 1
381.53 -1.30043 0.563186 -0.533883 0 1
381.54 -1.30571 0.550155 -0.52282 -0 1
381.55 -1.31089 0.537072 -0.511623 0 1
381.56 -1.31595 0.523938 -0.500294 0 1
381.57 -1.32089 0.510754 -0.488835 0 1
381.58 -1.32572 0.497521 -0.477248 0 1
381.59 -1.33044 0.48424 -0.465536 -0 1
381.6 -1.33503 0.470912 -0.453699 -0 1
381.61 -1.33951 0.457539 -0.441742 0 1
381.62 -1.34387 0.444122 -0.429666 -0 1
381.63 -1.3481 0.430662 -0.417473 0 1
381.64 -1.35222 0.417161 -0.405166 0 1
381.65 -1.3562 0.403619 -0.392749 0 1
381.66 -1.36007 0.390037 -0.380223 0 1
381.67 -1.36381 0.376418 -0.367591 0 1
381.68 -1.36742 0.362761 -0.354857 0 1
381.69 -1.37091 0.34907 -0.342024 -0 1
381.7 -1.37426 0.335344 -0.329094 -0 1
381.71 -1.37749 0.321585 -0.31607 -0 1
